field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
independence_exact_colocation_pct,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços em coordenada exatamente compartilhada entre os poços da célula.,100 × independence_exact_colocation_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
independence_exact_coordinate_colocation,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Indicador de coordenada exatamente compartilhada por outro ID.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,booleano,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
independence_nn_lt_500m_n,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços com vizinho mais próximo a menos de 500 m na unidade de análise.,Contagem direta do indicador independence_nn_lt_500m entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
independence_nn_lt_500m_pct,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços com vizinho mais próximo a menos de 500 m entre os poços da célula.,100 × independence_nn_lt_500m_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
independence_review_context,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Contexto documental ou espacial que motiva ou não revisão de independência.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,categoria,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
independence_source_snapshot_overlap,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Indicador de presença do mesmo ID nos dois snapshots auditados.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,booleano,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
independence_source_snapshot_overlap_n,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços presentes nos dois snapshots auditados na unidade de análise.,Contagem direta do indicador independence_source_snapshot_overlap entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
independence_source_snapshot_overlap_pct,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços presentes nos dois snapshots auditados entre os poços da célula.,100 × independence_source_snapshot_overlap_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
independence_state,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,"Estado da independência hidrogeológica, mantido UNKNOWN nesta fase.",Regra categórica determinística definida na metodologia V2.2.,categoria,Ler junto aos indicadores e aos códigos de incerteza da mesma dimensão.,"Não é nota, peso, potencial aquífero ou prioridade.",UNKNOWN é mantido como resultado quando a evidência não demonstra o estado.
indicator_a,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
indicator_b,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
interpretation,Estratificação hidrogeológica | Malhas de evidência,grid_evidence_long.csv | stratified_key_findings.csv,Interpretação controlada associada ao resultado ou estado da linha.,Texto metodológico definido a partir da regra de cálculo.,texto,Indica a leitura permitida do resultado.,Não autoriza extrapolação além do texto e da metodologia.,"Se ausente, consultar o guia antes de interpretar."
jaccard_presence,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,0 a 1 ou UNKNOWN,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
latest_evidence_age_median_years,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv | vertical_temporal_by_domain.csv | vertical_temporal_by_hydro_unit.csv,mediana da idade da evidência hidrogeológica datada mais recente de cada poço da célula.,"idade = data de corte − latest_evidence_date, em anos; resumo entre poços com data.",anos,Valores maiores indicam documentação datada mais antiga entre os registros com data disponível.,"Não mede idade da água, do poço ou do aquífero. Poços sem qualquer data não entram no resumo e devem ser examinados separadamente.",UNKNOWN quando nenhum poço da célula possui evidência datada.
latest_evidence_age_p90_years,Vertical e temporal,vertical_temporal_1000km2.csv | vertical_temporal_100km2.csv | vertical_temporal_150km2.csv | vertical_temporal_250km2.csv | vertical_temporal_500km2.csv | vertical_temporal_by_domain.csv | vertical_temporal_by_hydro_unit.csv,P90 da idade da evidência hidrogeológica datada mais recente de cada poço da célula.,"idade = data de corte − latest_evidence_date, em anos; resumo entre poços com data.",anos,Valores maiores indicam documentação datada mais antiga entre os registros com data disponível.,"Não mede idade da água, do poço ou do aquífero. Poços sem qualquer data não entram no resumo e devem ser examinados separadamente.",UNKNOWN quando nenhum poço da célula possui evidência datada.
latest_evidence_age_years,Vertical e temporal,T01.csv | T02.csv | T03.csv | T04.csv | T05.csv | T06.csv | well_vertical_temporal.csv,"Idade, na data de corte, da evidência datada mais recente disponível para o poço.","(data de corte − latest_evidence_date) ÷ 365,2425.",anos,Ajuda a identificar quão antiga é a última evidência datada disponível.,"Não é idade da água, idade do poço ou tempo de monitoramento.",UNKNOWN sem evidência datada.
latest_evidence_date,Vertical e temporal,T01.csv | T02.csv | T03.csv | T04.csv | T05.csv | T06.csv | well_vertical_temporal.csv,Data documental indicada pelo nome do campo.,"Preservada ou derivada de datas válidas do acervo, conforme metodologia.",data ISO,Permite avaliar recência e amplitude temporal.,Não deve ser confundida com data de perfuração quando o campo se refere a medição ou ensaio.,UNKNOWN quando a data correspondente não foi adquirida ou validada.
latitude,Vertical e temporal,well_vertical_temporal.csv,Latitude do poço usada no projeto.,Preservado ou auditado a partir da fonte cadastral.,graus decimais,Permite identificação ou localização do registro.,Qualidade depende da coordenada fonte.,UNKNOWN quando ausente ou não utilizável.
layer_code,Vertical e temporal,T01.csv | T02.csv | T03.csv | T04.csv | T05.csv | T06.csv | V02.csv | V03.csv | V04.csv | V05.csv | V06.csv | V07.csv,Código V ou T atribuído ao registro individual de uma camada vertical-temporal.,Herdado do registro metodológico da camada.,texto,Liga o poço à regra documental correspondente.,Não é classe de qualidade.,Deve estar presente nos arquivos V/T individuais.
layer_name,Vertical e temporal,T01.csv | T02.csv | T03.csv | T04.csv | T05.csv | T06.csv | V02.csv | V03.csv | V04.csv | V05.csv | V06.csv | V07.csv,Nome humano da camada V ou T associada ao registro.,Herdado do registro metodológico.,texto,Explica a condição que o poço satisfaz.,Não é uma medição adicional.,"Se ausente, usar o código para recuperar o nome no registro."
level_measurement_date,Vertical e temporal,well_vertical_temporal.csv,Data documental indicada pelo nome do campo.,"Preservada ou derivada de datas válidas do acervo, conforme metodologia.",data ISO,Permite avaliar recência e amplitude temporal.,Não deve ser confundida com data de perfuração quando o campo se refere a medição ou ensaio.,UNKNOWN quando a data correspondente não foi adquirida ou validada.
level_measurement_dated,Vertical e temporal,well_vertical_temporal.csv,Indicador booleano de que a condição documental descrita no nome do campo foi demonstrada nos dados adquiridos.,TRUE somente quando a regra específica do módulo é satisfeita.,booleano,Permite separar presença documental de ausência de campo.,FALSE não significa ausência física da característica.,Campos não adquiridos não são inferidos.
level_measurement_dated_pct,Vertical e temporal,vertical_temporal_by_domain.csv | vertical_temporal_by_hydro_unit.csv,Percentual definido pelo nome do campo e pelo denominador do módulo.,100 × numerador definido ÷ denominador definido na metodologia.,%,Permite comparação relativa somente quando o denominador é o mesmo ou conceitualmente equivalente.,Não é probabilidade ou qualidade por si só.,UNKNOWN quando o denominador é zero ou indisponível.
level_measurement_raw,Vertical e temporal,well_vertical_temporal.csv,Valor documental bruto ou normalizado do atributo indicado.,Preservado do registro fonte ou organizado sem reinterpretar seu significado físico.,depende do campo,Serve à auditoria e à ficha do poço.,Não deve ser reinterpretado além da definição da fonte sem validação adicional.,UNKNOWN quando não informado.
limitation,Registro metodológico IR,independence_registry.csv,Limitação obrigatória de interpretação do componente.,Metadado do registro metodológico IR.,texto,Serve à documentação e rastreabilidade.,Não é variável hidrogeológica.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
longitude,Vertical e temporal,well_vertical_temporal.csv,Longitude do poço usada no projeto.,Preservado ou auditado a partir da fonte cadastral.,graus decimais,Permite identificação ou localização do registro.,Qualidade depende da coordenada fonte.,UNKNOWN quando ausente ou não utilizável.
max_E01_count,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Resumo por máximo da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
max_count,Estrutura espacial | Estudo de escalas,maup_variant_summary.csv | scale_candidate_origin_variants.csv,Resumo por máximo da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
max_count_max,Estrutura espacial,maup_origin_sensitivity_summary.csv,Resumo por máximo da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
max_count_min,Estrutura espacial,maup_origin_sensitivity_summary.csv,Resumo por máximo da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
max_wells_in_cell,Malhas de evidência,grid_scale_summary.csv,Resumo por máximo da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
mean_blocked_wells_pct_observable_scales,Estabilidade e sensibilidade,support_requirement_persistence.csv,"Percentual associado a mean blocked wells pct observable scales, com denominador explícito no produto V2.5.",Calculado diretamente no universo e denominador declarados no arquivo de origem.,%,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
mean_center_offset_km,Estrutura espacial,spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Distância entre o centróide da célula e o centro médio das coordenadas dos poços E01 nela contidos.,"|| média(x,y dos poços) − centróide da célula ||.",km,Indica assimetria espacial do conjunto de poços dentro da célula.,Não identifica direção de fluxo nem centro de massa do aquífero.,UNKNOWN quando a célula não contém E01.
mean_center_offset_norm_eqradius,Estrutura espacial,spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Deslocamento do centro médio dos poços normalizado pelo raio de um círculo de área equivalente à célula.,mean_center_offset_km ÷ sqrt(area_effective_km2 / π).,adimensional,Facilita comparar assimetria entre células de áreas diferentes.,Não possui interpretação hidráulica direta.,UNKNOWN se não houver poços ou área válida.
median_E01_count_occupied,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_any_dated_pct_occupied,Vertical e temporal,vertical_temporal_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_coordinate_compression_pct_occupied,Independência e redundância · resumo de escala,independence_scale_summary.csv,Mediana da compressão por coordenada entre células ocupadas.,Resumo derivado diretamente das células da escala indicada.,depende do campo,Serve à comparação descritiva entre escalas.,Não seleciona a escala ótima nem define prioridade.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
median_count_occupied,Estrutura espacial | Estudo de escalas,maup_variant_summary.csv | scale_candidate_origin_variants.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_documentary_domains_occupied,Independência e redundância · resumo de escala,independence_scale_summary.csv,Mediana da mediana de domínios documentais entre células ocupadas.,Resumo derivado diretamente das células da escala indicada.,depende do campo,Serve à comparação descritiva entre escalas.,Não seleciona a escala ótima nem define prioridade.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
median_entropy_5km_occupied,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_formation_pct_occupied,Vertical e temporal,vertical_temporal_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_fourplus_domains_pct_occupied,Independência e redundância · resumo de escala,independence_scale_summary.csv,Mediana do percentual com quatro ou cinco domínios entre células ocupadas.,Resumo derivado diretamente das células da escala indicada.,depende do campo,Serve à comparação descritiva entre escalas.,Não seleciona a escala ótima nem define prioridade.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
median_gap_E01_p90_km,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_gap_E01_p90_km_all_cells,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_gap_E07_p90_km,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_gap_E07_p90_km_all_cells,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_gap_E09_p90_km,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_gap_E09_p90_km_all_cells,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_gap_E10_p90_km,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_gap_E10_p90_km_all_cells,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_hydro_support_dominant_pct,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Participação percentual da unidade de suporte ou classe mais frequente.,100 × maior contagem de uma categoria ÷ total considerado.,%,Valores altos indicam concentração em uma única categoria.,Não é favorabilidade nem qualidade.,UNKNOWN sem observações válidas.
median_hydro_support_entropy,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Entropia de Shannon normalizada da distribuição das observações ou classes entre unidades de suporte.,"Hn = −Σ pᵢ ln(pᵢ) ÷ ln(k), para k > 1.",0 a 1,Próximo de 1 indica distribuição mais equilibrada entre categorias ocupadas. Próximo de 0 indica forte concentração.,"Não representa quantidade total de informação hidrogeológica, qualidade ou independência causal.",UNKNOWN quando há menos de duas categorias ocupadas.
median_hydro_support_units,Estudo de escalas,scale_candidate_decision_matrix.csv | scale_candidate_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_latest_age_years_occupied,Vertical e temporal,vertical_temporal_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_nn_global_km_occupied,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_nn_lt_500m_pct_occupied,Independência e redundância · resumo de escala,independence_scale_summary.csv,Mediana do percentual de poços com vizinho <500 m entre células ocupadas.,Resumo derivado diretamente das células da escala indicada.,depende do campo,Serve à comparação descritiva entre escalas.,Não seleciona a escala ótima nem define prioridade.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
median_penetration_pct_occupied,Vertical e temporal,vertical_temporal_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_redundancy_proxy_5km_occupied,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_review_all_reduction_pct_occupied,Independência e redundância · resumo de escala,independence_scale_summary.csv,Mediana da redução do cenário máximo entre células ocupadas.,Resumo derivado diretamente das células da escala indicada.,depende do campo,Serve à comparação descritiva entre escalas.,Não seleciona a escala ótima nem define prioridade.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
median_source_overlap_pct_occupied,Independência e redundância · resumo de escala,independence_scale_summary.csv,Mediana da sobreposição de snapshots entre células ocupadas.,Resumo derivado diretamente das células da escala indicada.,depende do campo,Serve à comparação descritiva entre escalas.,Não seleciona a escala ótima nem define prioridade.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
median_support_area_10km_pct_occupied,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_support_area_2p5km_pct_occupied,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_support_area_5km_pct_occupied,Estrutura espacial,spatial_structure_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
