cell_id,scale_km2,area_effective_km2,n_wells_raw,source_snapshot_overlap_n,pct_source_snapshot_overlap,coordinate_sites_n,coordinate_compression_n,coordinate_compression_pct,review_high_clusters_n,review_high_reduction_n,review_high_reduction_pct,review_all_clusters_n,review_all_reduction_n,review_all_reduction_pct,duplicate_candidate_wells_n,duplicate_candidate_wells_pct,high_duplicate_candidate_wells_n,high_duplicate_candidate_wells_pct,exact_colocation_wells_n,exact_colocation_wells_pct,nn_lt_100m_n,nn_lt_100m_pct,nn_lt_500m_n,nn_lt_500m_pct,nn_lt_1000m_n,nn_lt_1000m_pct,nearest_neighbor_median_m,documentary_domains_mean,documentary_domains_median,zero_domains_n,zero_domains_pct,fourplus_domains_n,fourplus_domains_pct,dated_domains_mean,dated_domains_median,source_core_pairs_comparable_n,source_core_pairs_matching_n,source_core_match_pct,specific_capacity_both_sources_n,specific_capacity_source_echo_n,specific_capacity_source_echo_pct,pumping_test_records_n,chem_sample_records_n,chem_result_records_n,hydraulic_parameter_records_n,chem_sample_records_per_well,hydraulic_parameter_records_per_well,analysis_status
SCALE-500-O00-00140,500,499.9999999999812,3,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666667,770.63,2.6666666666666665,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,3.0,0.6666666666666666,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00141,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00142,500,499.9999999999812,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21403.94,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00143,500,499.9999999999812,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14103.89,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00144,500,499.9999999999812,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11926.41,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00145,500,499.9999999999812,5,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,5.0,100.0,261.96,4.0,4.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,5.0,1.0,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00146,500,499.9999999999812,18,4.0,22.22222222222222,18.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.11111111111111,10.0,55.55555555555556,12.0,66.66666666666667,494.62,3.5,4.0,2.0,11.11111111111111,14.0,77.77777777777777,0.16666666666666666,0.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,14.0,14.0,24.0,0.7777777777777778,1.3333333333333333,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00147,500,499.9999999999812,31,15.0,48.38709677419355,30.0,1.0,3.225806451612903,30.0,1.0,3.225806451612903,30.0,1.0,3.225806451612903,2.0,6.451612903225806,2.0,6.451612903225806,2.0,6.451612903225806,9.0,29.032258064516128,18.0,58.064516129032256,25.0,80.64516129032258,244.51,3.5483870967741935,4.0,3.0,9.67741935483871,20.0,64.51612903225806,0.6129032258064516,0.0,51.0,48.0,94.11764705882354,12.0,12.0,100.0,12.0,21.0,31.0,57.0,0.6774193548387096,1.8387096774193548,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00148,500,499.9999999999812,9,8.0,88.88888888888889,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.22222222222222,2.0,22.22222222222222,2440.27,3.2222222222222223,4.0,2.0,22.22222222222222,5.0,55.55555555555556,1.1111111111111112,1.0,17.0,17.0,100.0,2.0,2.0,100.0,5.0,6.0,12.0,19.0,0.6666666666666666,2.111111111111111,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00149,500,499.9999999999812,4,1.0,25.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2651.41,3.5,3.5,0.0,0.0,2.0,50.0,0.5,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,2.0,4.0,6.0,0.5,1.5,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00150,500,499.9999999999812,2,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5027.68,2.5,2.5,1.0,50.0,1.0,50.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,2.0,3.0,0.5,1.5,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00151,500,499.9999999999812,2,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10651.155,2.0,2.0,1.0,50.0,1.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,3.0,0.5,1.5,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00152,500,499.9999999999812,8,5.0,62.5,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,4.0,50.0,8.0,100.0,465.955,4.5,4.5,0.0,0.0,8.0,100.0,1.25,2.0,19.0,14.0,73.6842105263158,4.0,3.0,75.0,5.0,10.0,19.0,17.0,1.25,2.125,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00153,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00154,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00155,500,499.9999999999812,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15567.84,4.0,4.0,0.0,0.0,1.0,100.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,0.0,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00156,500,499.9999999999812,3,2.0,66.66666666666667,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666667,2.0,66.66666666666667,117.06,2.6666666666666665,3.0,0.0,0.0,1.0,33.333333333333336,0.6666666666666666,0.0,5.0,5.0,100.0,1.0,1.0,100.0,1.0,2.0,3.0,6.0,0.6666666666666666,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00157,500,273.47058427053076,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00158,500,131.359397229561,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00159,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00160,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00161,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00162,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00163,500,499.9999999999812,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31115.89,4.0,4.0,0.0,0.0,1.0,100.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,0.0,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00164,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00165,500,499.9999999999812,3,3.0,100.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.66666666666667,2.0,66.66666666666667,144.36,4.0,4.0,0.0,0.0,3.0,100.0,1.0,1.0,12.0,12.0,100.0,3.0,3.0,100.0,3.0,0.0,0.0,9.0,0.0,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00166,500,499.9999999999812,2,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12508.645,2.5,2.5,0.0,0.0,1.0,50.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,2.0,3.0,3.0,1.0,1.5,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00167,500,499.9999999999812,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19909.88,5.0,5.0,0.0,0.0,1.0,100.0,2.0,2.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,2.0,3.0,1.0,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00168,500,499.9999999999812,3,1.0,33.333333333333336,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.15,4.333333333333333,4.0,0.0,0.0,3.0,100.0,0.6666666666666666,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,3.0,4.0,5.0,1.0,1.6666666666666667,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00169,500,499.9999999999812,10,7.0,70.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,6.0,60.0,6.0,60.0,84.25,2.1,1.5,5.0,50.0,4.0,40.0,0.4,0.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,6.0,7.0,20.0,0.6,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00170,500,499.9999999999812,19,12.0,63.1578947368421,19.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.8421052631579,14.0,73.6842105263158,14.0,73.6842105263158,106.06,4.105263157894737,4.0,0.0,0.0,15.0,78.94736842105263,1.0,1.0,44.0,44.0,100.0,10.0,10.0,100.0,11.0,19.0,28.0,41.0,1.0,2.1578947368421053,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00171,500,499.9999999999812,4,2.0,50.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,2.0,50.0,1676.3,2.0,2.0,2.0,50.0,2.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,6.0,0.5,1.5,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00172,500,499.9999999999812,4,4.0,100.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3560.99,4.25,4.0,0.0,0.0,4.0,100.0,1.25,1.0,16.0,16.0,100.0,4.0,4.0,100.0,4.0,1.0,3.0,12.0,0.25,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00173,500,499.9999999999812,48,32.0,66.66666666666667,47.0,1.0,2.0833333333333335,47.0,1.0,2.0833333333333335,47.0,1.0,2.0833333333333335,2.0,4.166666666666667,2.0,4.166666666666667,2.0,4.166666666666667,21.0,43.75,36.0,75.0,41.0,85.41666666666667,174.685,3.625,4.0,3.0,6.25,36.0,75.0,0.7291666666666666,1.0,109.0,108.0,99.08256880733946,26.0,26.0,100.0,27.0,26.0,36.0,105.0,0.5416666666666666,2.1875,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00174,500,499.9999999999812,4,4.0,100.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5137.64,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00175,500,499.9999999999812,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8137.8,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00176,500,499.9999999999812,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10581.42,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00177,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00178,500,499.9999999999812,3,2.0,66.66666666666667,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,927.79,2.6666666666666665,3.0,1.0,33.333333333333336,1.0,33.333333333333336,0.6666666666666666,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,2.0,6.0,0.3333333333333333,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00179,500,499.9999999999812,2,2.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14367.45,4.0,4.0,0.0,0.0,2.0,100.0,1.0,1.0,8.0,8.0,100.0,2.0,2.0,100.0,2.0,0.0,0.0,6.0,0.0,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00180,500,499.9999999999812,2,2.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.37,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00181,500,499.9999999999812,1,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8093.08,4.0,4.0,0.0,0.0,1.0,100.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,0.0,3.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00182,500,499.9999999999812,48,28.0,58.333333333333336,48.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,41.666666666666664,40.0,83.33333333333333,42.0,87.5,106.06,3.9166666666666665,4.0,0.0,0.0,37.0,77.08333333333333,0.7916666666666666,1.0,109.0,105.0,96.3302752293578,25.0,25.0,100.0,28.0,25.0,33.0,103.0,0.5208333333333334,2.1458333333333335,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00183,500,367.3420801207139,12,8.0,66.66666666666667,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,66.66666666666667,11.0,91.66666666666667,11.0,91.66666666666667,83.73,4.166666666666667,4.0,0.0,0.0,11.0,91.66666666666667,0.9166666666666666,1.0,32.0,32.0,100.0,8.0,8.0,100.0,8.0,6.0,7.0,30.0,0.5,2.5,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00184,500,1.3855894879660584,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00185,500,466.68685171062793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00186,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00187,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00188,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00189,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00190,500,499.9999999999812,2,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4829.52,3.5,3.5,0.0,0.0,1.0,50.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,2.0,3.0,4.0,1.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00191,500,499.9999999999812,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,578.04,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00192,500,499.9999999999812,11,8.0,72.72727272727273,11.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.181818181818183,6.0,54.54545454545455,7.0,63.63636363636363,433.87,3.090909090909091,4.0,1.0,9.090909090909092,6.0,54.54545454545455,0.6363636363636364,1.0,29.0,29.0,100.0,7.0,7.0,100.0,7.0,1.0,1.0,26.0,0.09090909090909091,2.3636363636363638,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00193,500,499.9999999999812,2,1.0,50.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6166.54,3.5,3.5,0.0,0.0,1.0,50.0,0.0,0.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,0.0,0.0,4.0,0.0,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00194,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00195,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00196,500,499.9999999999812,2,2.0,100.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5124.73,2.5,2.5,1.0,50.0,1.0,50.0,1.0,1.0,4.0,4.0,100.0,1.0,1.0,100.0,1.0,1.0,3.0,5.0,0.5,2.5,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00197,500,499.9999999999812,15,13.0,86.66666666666667,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.333333333333336,8.0,53.333333333333336,10.0,66.66666666666667,168.5,3.3333333333333335,4.0,3.0,20.0,9.0,60.0,1.0,1.0,39.0,39.0,100.0,9.0,9.0,100.0,10.0,8.0,15.0,37.0,0.5333333333333333,2.466666666666667,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00198,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00199,500,499.9999999999812,8,4.0,50.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,4.0,50.0,5.0,62.5,642.39,2.625,3.0,2.0,25.0,3.0,37.5,0.25,0.0,2.0,2.0,100.0,0.0,0.0,,0.0,6.0,10.0,12.0,0.75,1.5,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00200,500,499.9999999999812,19,15.0,78.94736842105263,19.0,0.0,0.0,18.0,1.0,5.2631578947368425,18.0,1.0,5.2631578947368425,2.0,10.526315789473685,2.0,10.526315789473685,0.0,0.0,10.0,52.63157894736842,13.0,68.42105263157895,17.0,89.47368421052632,87.46,4.157894736842105,4.0,0.0,0.0,18.0,94.73684210526316,1.0526315789473684,1.0,60.0,60.0,100.0,15.0,15.0,100.0,15.0,7.0,12.0,49.0,0.3684210526315789,2.5789473684210527,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00201,500,499.9999999999812,5,3.0,60.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,850.66,4.0,4.0,0.0,0.0,4.0,80.0,0.8,1.0,11.0,11.0,100.0,2.0,2.0,100.0,3.0,2.0,3.0,10.0,0.4,2.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00202,500,499.9999999999812,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7968.52,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00203,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00204,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00205,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00206,500,499.9999999999812,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17521.34,4.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00207,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00208,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00209,500,499.9999999999812,6,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.333333333333336,1880.175,3.6666666666666665,4.0,0.0,0.0,4.0,66.66666666666667,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.0,5.0,5.0,0.8333333333333334,0.8333333333333334,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00210,500,276.95712913198423,2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.895,4.0,4.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,1.0,COM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00211,500,75.1400849423957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
SCALE-500-O00-00212,500,499.9999999999812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEM_POCO_NO_CONJUNTO_AUDITADO
