field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
municipality_declared,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Município declarado no cadastro do poço.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
independence_duplicate_candidate_pct,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços candidatos a duplicidade HIGH ou MEDIUM entre os poços da célula.,100 × independence_duplicate_candidate_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
independence_exact_colocation_n,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços em coordenada exatamente compartilhada na unidade de análise.,Contagem direta do indicador independence_exact_colocation entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
independence_exact_colocation_pct,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços em coordenada exatamente compartilhada entre os poços da célula.,100 × independence_exact_colocation_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
independence_nn_lt_500m_n,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços com vizinho mais próximo a menos de 500 m na unidade de análise.,Contagem direta do indicador independence_nn_lt_500m entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
independence_nn_lt_500m_pct,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços com vizinho mais próximo a menos de 500 m entre os poços da célula.,100 × independence_nn_lt_500m_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
independence_source_snapshot_overlap_n,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços presentes nos dois snapshots auditados na unidade de análise.,Contagem direta do indicador independence_source_snapshot_overlap entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
independence_source_snapshot_overlap_pct,Conhecimento hidrogeológico efetivo V2.2 | Dimensão de independência,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços presentes nos dois snapshots auditados entre os poços da célula.,100 × independence_source_snapshot_overlap_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
documentary_flagged_wells_n,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços com ao menos um alerta documental na unidade de análise.,Contagem direta do indicador documentary_flagged_wells entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
documentary_flagged_wells_pct,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços com ao menos um alerta documental entre os poços da célula.,100 × documentary_flagged_wells_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
documentary_invalid_wells_n,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de poços com ao menos um valor objetivamente inválido preservado na unidade de análise.,Contagem direta do indicador documentary_invalid_wells entre os poços atribuídos.,n,Quantifica presença documental segundo a regra indicada.,"Não mede independência, potencial ou prioridade.",Em célula sem poço a contagem é zero e percentuais condicionados permanecem UNKNOWN.
documentary_invalid_wells_pct,Conhecimento hidrogeológico efetivo V2.2 | Qualidade documental,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de poços com ao menos um valor objetivamente inválido preservado entre os poços da célula.,100 × documentary_invalid_wells_n ÷ n_wells quando n_wells > 0.,%,Comparar somente dentro da mesma regra e com denominador conhecido.,"Não é probabilidade, qualidade total, potencial ou prioridade.",UNKNOWN em célula sem poço. Nunca convertido para zero.
metric,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Código da métrica registrada no resumo global.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
cells_with_wells_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células com ao menos um poço canônico atribuído.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,n,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
cells_without_wells_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células sem poço no conjunto auditado.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,n,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
cells_with_wells_pct,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Percentual de células com ao menos um poço canônico atribuído.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,%,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
canonical_wells_assigned_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de IDs canônicos atribuídos à escala.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,n,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
cells_with_coordinate_review_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células com ao menos uma coordenada em revisão na escala.,Contagem direta das células que satisfazem a condição nomeada.,n,Resume a distribuição espacial do estado na escala indicada.,Não seleciona escala e não classifica prioridade.,Zero é contagem observada na tabela. Ausência de dados continua descrita nos estados das células.
cells_with_hydrostrat_review_or_unknown_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células com revisão ou UNKNOWN hidroestratigráfico na escala.,Contagem direta das células que satisfazem a condição nomeada.,n,Resume a distribuição espacial do estado na escala indicada.,Não seleciona escala e não classifica prioridade.,Zero é contagem observada na tabela. Ausência de dados continua descrita nos estados das células.
cells_with_hydraulic_minimum_test_metadata_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células com ao menos um ensaio com metadados mínimos na escala.,Contagem direta das células que satisfazem a condição nomeada.,n,Resume a distribuição espacial do estado na escala indicada.,Não seleciona escala e não classifica prioridade.,Zero é contagem observada na tabela. Ausência de dados continua descrita nos estados das células.
cells_with_transmissivity_reported_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células com ao menos uma transmissividade informada na escala.,Contagem direta das células que satisfazem a condição nomeada.,n,Resume a distribuição espacial do estado na escala indicada.,Não seleciona escala e não classifica prioridade.,Zero é contagem observada na tabela. Ausência de dados continua descrita nos estados das células.
cells_with_partial_hydrochemistry_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células com evidência hidroquímica parcial na escala.,Contagem direta das células que satisfazem a condição nomeada.,n,Resume a distribuição espacial do estado na escala indicada.,Não seleciona escala e não classifica prioridade.,Zero é contagem observada na tabela. Ausência de dados continua descrita nos estados das células.
cells_with_dated_evidence_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células com ao menos uma evidência datada na escala.,Contagem direta das células que satisfazem a condição nomeada.,n,Resume a distribuição espacial do estado na escala indicada.,Não seleciona escala e não classifica prioridade.,Zero é contagem observada na tabela. Ausência de dados continua descrita nos estados das células.
cells_with_duplicate_review_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células com ao menos um candidato a duplicidade na escala.,Contagem direta das células que satisfazem a condição nomeada.,n,Resume a distribuição espacial do estado na escala indicada.,Não seleciona escala e não classifica prioridade.,Zero é contagem observada na tabela. Ausência de dados continua descrita nos estados das células.
cells_with_documentary_flags_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células com ao menos um alerta documental na escala.,Contagem direta das células que satisfazem a condição nomeada.,n,Resume a distribuição espacial do estado na escala indicada.,Não seleciona escala e não classifica prioridade.,Zero é contagem observada na tabela. Ausência de dados continua descrita nos estados das células.
scale_selection_status,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Estado explícito da seleção de escala.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,categoria,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
dimension,Conhecimento hidrogeológico efetivo V2.2 | Matriz não agregada,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Nome de uma das nove dimensões mantidas separadamente.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,categoria,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
state_field,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Campo que armazena o estado categórico da dimensão.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
what_it_describes,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Leitura permitida para a dimensão.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
what_it_does_not_mean,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Leitura que a dimensão não autoriza.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
assignment_method,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Método usado para associar o poço à célula.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,categoria,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
assignment_distance_m,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Distância registrada pela contingência de associação espacial.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,m,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
boundary_candidates_n,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Número de células candidatas no tratamento determinístico de fronteira.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,n,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
