well_id,siagas_aquifer,sgb2024_unit_aflorante,sgb2024_unit_subjacente,sgb2024_hydrolithologic_unit_afl,sgb2024_domain,geology_sgb_unit,geology_sgb_sigla,comparison_status,comparison_reason,manual_review_required
3500073752,Serra geral,Grupo Caiuá,Formação Botucatu,(5) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073757,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073762,Serra geral,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073808,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073807,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073806,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073813,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073818,Bauru,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073832,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073830,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073835,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073843,Botucatu,Grupo Bauru,Formação Botucatu,(4) K2b,,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073856,Bauru,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073849,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073887,Furnas,Formação Furnas,,(3) D1f,,Formação Furnas,D1f,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073901,Bauru,Grupo Caiuá,Formação Botucatu,(3) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073906,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073916,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073915,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072995,Bauru,Grupo Caiuá,Formação Botucatu,(3) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072993,Bauru,Grupo Caiuá,Formação Botucatu,(3) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072967,Serra geral,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072965,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072949,Bauru,Formação Cachoeirinha,Formação Botucatu,(5) ENch,,Formação Cachoeirinha,ENch,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072914,Furnas,Formação Aquidauana,,(4) C2P1a,,Formação Aquidauana,C2P1a,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072910,Serra geral,Grupo Bauru,Formação Botucatu,(4) K2b,,Formação Vale do Rio do Peixe,K2vp,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072907,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072904,Serra geral,Depósitos aluvionares,,(4) Q2a,,Depósitos aluvionares,Q2a,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072889,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072887,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072878,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072871,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072834,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072791,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072759,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072723,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072704,Botucatu,Formação Botucatu,,(3) J3K1bt,,Formação Botucatu,K1bt,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072667,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072665,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072654,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072650,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072643,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072626,Furnas,Formação Cachoeirinha,Formação Furnas,(5) ENch,,Formação Cachoeirinha,ENch,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072588,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072577,Bauru,Grupo Caiuá,Formação Botucatu,(3) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072571,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072541,Serra geral,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072525,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072473,Botucatu,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072393,Serra geral,Grupo Bauru,Formação Botucatu,(4) K2b,,Formação Vale do Rio do Peixe,K2vp,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072361,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072355,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072349,Serra geral,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072347,Botucatu,Grupo Bauru,Formação Botucatu,(4) K2b,,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072297,Botucatu,Formação Botucatu,,(3) J3K1bt,,Formação Botucatu,K1bt,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072281,Botucatu,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072275,Botucatu,Formação Botucatu,,(3) J3K1bt,,Formação Botucatu,K1bt,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072224,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072152,Botucatu,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072150,Serra geral,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072130,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Formação Santo Anastácio,K2sa,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072118,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500072017,Serra geral,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500072012,Botucatu,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073024,Botucatu,Grupo Bauru,Formação Botucatu,(4) K2b,,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073022,Botucatu,Grupo Bauru,Formação Botucatu,(4) K2b,,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073008,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073041,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073079,Bauru,Grupo Caiuá,Formação Botucatu,(3) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073072,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073071,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073093,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073106,Bauru,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073133,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073126,Botucatu,Formação Botucatu,,(3) J3K1bt,,Formação Botucatu,K1bt,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073160,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073152,Botucatu,Formação Botucatu,,(3) J3K1bt,,Formação Botucatu,K1bt,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073150,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073149,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073166,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073186,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073180,Serra geral,Grupo Caiuá,Formação Botucatu,(5) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073204,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073200,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073216,Furnas,Formação Furnas,,(3) D1f,,Formação Furnas,D1f,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073234,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073230,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073229,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073228,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073264,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073262,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073292,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073290,Bauru,Grupo Caiuá,Formação Botucatu,(3) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073299,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073297,Serra geral,Grupo Caiuá,Formação Botucatu,(5) K2c,,,,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073320,Bauru,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073318,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073314,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073335,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073334,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073378,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073393,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073387,Serra geral,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073402,Bauru,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073399,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073411,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073424,Bauru,Formação Cachoeirinha,Formação Botucatu,(5) ENch,,Formação Cachoeirinha,ENch,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073421,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073420,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073418,Botucatu,Grupo Bauru,Formação Botucatu,(4) K2b,,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073444,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073449,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073483,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073497,Bauru,Depósitos aluvionares,,(4) Q2a,,Depósitos aluvionares,Q2a,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073495,Bauru,Grupo Caiuá,Formação Botucatu,(4) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073488,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
3500073501,Bauru,Grupo Caiuá,Formação Botucatu,(3) K2c,,Grupo Caiuá,K2c,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,"o aquífero informado não coincide com a unidade aflorante/subjacente explicitada, mas um poço pode captar unidade mais profunda; não é contradição demonstrada",True
3500073518,Serra geral,Formação Serra Geral,Formação Botucatu,(4) K1_beta_sg,,Grupo Serra Geral,K1sg,CONSISTENTE,correspondência nominal com unidade SGB aflorante/subjacente,False
