field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
q05_confidence_code,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q05 confidence code no produto V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_confidence_label,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q05 confidence label no módulo experimental V2.6.,Classe separada derivada da concordância exata da prioridade entre cinco escalas e quatro origens.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_context_gate_n,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q05 context gate n no produto V2.6.,Conjunção de evidência direta e requisitos intermediários explicitados no registro de regras da pergunta.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_cross_scale_priority_exact_pct,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,"Percentual associado a q05 cross scale priority exact pct, com denominador explícito no produto V2.6.",Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,%,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_fully_blocked_requirements_n,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q05 fully blocked requirements n no produto V2.6.,"Requisito não demonstrado nos poços atribuídos à célula, sem inferir ausência física da propriedade.",n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_independence_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q05 independence state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_origin_priority_exact_pct,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,"Percentual associado a q05 origin priority exact pct, com denominador explícito no produto V2.6.",Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,%,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_priority_class,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q05 priority class no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_priority_code,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Contagem ou código controlado associado a q05 priority code no produto V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,n,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_priority_label,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q05 priority label no módulo experimental V2.6.,Classificação categórica não compensatória derivada do déficit documental demonstrado para uma pergunta explícita.,texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_recommendation,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q05 recommendation no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_recommended_actions,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q05 recommended actions no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
q05_representativeness_state,Prioridade de investigação por pergunta,research_priority_1000km2.csv | research_priority_100km2.csv | research_priority_150km2.csv | research_priority_250km2.csv | research_priority_500km2.csv,Valor auditável de q05 representativeness state no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
question_recommendation,Prioridade de investigação por pergunta,priority_question_rules.csv,Valor auditável de question recommendation no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
recommendation,Prioridade de investigação por pergunta,cell_question_priority_long.csv,Valor auditável de recommendation no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
recommended_action,Prioridade de investigação por pergunta,requirement_action_registry.csv,Valor auditável de recommended action no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
recommended_actions,Prioridade de investigação por pergunta,cell_question_priority_long.csv,Valor auditável de recommended actions no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
representativeness_required_for_p5,Prioridade de investigação por pergunta,priority_question_rules.csv,Valor auditável de representativeness required for p5 no módulo experimental V2.6.,"Calculado diretamente no universo, pergunta, escala, origem e denominador declarados no arquivo de origem.",texto,"Ler junto da pergunta, da escala, da classe de confiança, dos bloqueios e dos limites declarados.","Não é potencial aquífero, prioridade absoluta, prioridade integrada, representatividade territorial, peso ou score.","Sem base classificável, permanece UNKNOWN e não é convertido em zero."
